JESAbsolute_2016_do;JESAbsolute_2016_up;JESAbsolute_do;JESAbsolute_up;JESBBEC1_2016_do;JESBBEC1_2016_up;JESBBEC1_do;JESBBEC1_up;JESEC2_2016_do;JESEC2_2016_up;JESEC2_do;JESEC2_up;JESFlavorQCD_do;JESFlavorQCD_up;JESHF_2016_do;JESHF_2016_up;JESHF_do;JESHF_up;JESRelativeBal_do;JESRelativeBal_up;JESRelativeSample_2016_do;JESRelativeSample_2016_up;JetPUID_sf_do;JetPUID_sf_up;MET_do;MET_up;PS_FSR_Wjets_HT_boost_1_do;PS_FSR_Wjets_HT_boost_1_up;PS_FSR_Wjets_HT_boost_2_do;PS_FSR_Wjets_HT_boost_2_up;PS_FSR_Wjets_HT_boost_3_do;PS_FSR_Wjets_HT_boost_3_up;PS_FSR_Wjets_HT_boost_4_do;PS_FSR_Wjets_HT_boost_4_up;PS_FSR_Wjets_HT_boost_5_do;PS_FSR_Wjets_HT_boost_5_up;PS_ISR_Wjets_HT_boost_1_do;PS_ISR_Wjets_HT_boost_1_up;PS_ISR_Wjets_HT_boost_2_do;PS_ISR_Wjets_HT_boost_2_up;PS_ISR_Wjets_HT_boost_3_do;PS_ISR_Wjets_HT_boost_3_up;PS_ISR_Wjets_HT_boost_4_do;PS_ISR_Wjets_HT_boost_4_up;PS_ISR_Wjets_HT_boost_5_do;PS_ISR_Wjets_HT_boost_5_up;PU_do;PU_up;QCD_scale_Wjets_HT_do;QCD_scale_Wjets_HT_up;Wtagging_eff_do;Wtagging_eff_up;Wtagging_ptextr_do;Wtagging_ptextr_up;btag_shape_cferr1_do;btag_shape_cferr1_up;btag_shape_cferr2_do;btag_shape_cferr2_up;btag_shape_hf_do;btag_shape_hf_up;btag_shape_hfstats1_do;btag_shape_hfstats1_up;btag_shape_hfstats2_do;btag_shape_hfstats2_up;btag_shape_jes_do;btag_shape_jes_up;btag_shape_lf_do;btag_shape_lf_up;btag_shape_lfstats1_do;btag_shape_lfstats1_up;btag_shape_lfstats2_do;btag_shape_lfstats2_up;eff_e_do;eff_e_up;electronpt_do;electronpt_up;fatjetJESAbsolute_2016_do;fatjetJESAbsolute_2016_up;fatjetJESAbsolute_do;fatjetJESAbsolute_up;fatjetJESBBEC1_2016_do;fatjetJESBBEC1_2016_up;fatjetJESBBEC1_do;fatjetJESBBEC1_up;fatjetJESEC2_2016_do;fatjetJESEC2_2016_up;fatjetJESEC2_do;fatjetJESEC2_up;fatjetJESFlavorQCD_do;fatjetJESFlavorQCD_up;fatjetJESHF_2016_do;fatjetJESHF_2016_up;fatjetJESHF_do;fatjetJESHF_up;fatjetJESRelativeBal_do;fatjetJESRelativeBal_up;fatjetJESRelativeSample_2016_do;fatjetJESRelativeSample_2016_up;fatjetJMR_do;fatjetJMR_up;fatjetJMS_do;fatjetJMS_up;prefire_do;prefire_up;sample;trigg_do;trigg_up
0.026490026852711113;0.030390791919924217;0.028682234223823544;0.03196540401348398;0.0021883348261825344;0.003432241420203591;0.0011356374638633795;0.0003946104478130671;0.007634400678799993;0.006231119119073895;0.0005496242186330971;0.005541922037347858;0.02805770404734101;0.03870731382940724;0.0031048162619012787;0.004794102846607093;0.006649463041518054;0.010025817847200764;0.024008801472257195;0.028389494017757273;0.03249069126695248;0.038728100154157896;0.01866036192474753;0.01896052404431635;0.0050601512885717435;0.003472185821427516;;;;;;;;;0.00875475581398481;0.0017808333517675451;;;;;;;;;0.0005545159663018431;0.0002570233662712562;0.004515687630367388;0.004857877805027716;0.00499598109624526;0.0052351655417056785;0.050245468243780185;0.05024541832939413;0.04222504582621912;0.042225043907828726;0.041675640004885446;0.02881458789050076;0.024924075809669283;0.0207665872210925;0.017527755201411893;0.017733161993491578;0.001062415638391117;0.001062575453918013;0.00019966625304002286;0.00019745636372514531;0.003095310639698632;0.005679391295768506;0.0034417183755376317;0.0035476088165513993;0.0006976666306009341;0.0006796795156464723;0.008254315962520279;0.008239025360628474;0.026716943807626372;0.02671693919255371;0.0030795211242501154;0.0007890741909037351;0.0034601396421682024;0.0025289343680565176;0.0041379719032735044;0.0026630268153771995;0.0013612890752532562;0.002075433119729553;0.001122794014276789;0.002707739705870841;0.0011406641941000795;0.0011406641941000795;0.0011406641941000795;0.0011406641941000795;0.0034792267383008217;0.0025113741891138416;0.0011406641941000795;0.0011406641941000795;0.0011406641941000795;0.0011406641941000795;0.00095087203467651;0.0032839814839052397;0.0026589738654318493;0.0020883722008390687;0.0015663725393227387;0.007182073735302092;0.002908171187365956;0.00044003193170362984;0.0021142367529549213;0.002019524107204478;Wjets_HT_boost_5;0.0021142367529549213;0.002019524107204478
0.030683700770075786;0.02623995547391175;0.04422100660759288;0.04008037695500829;0.0016945587905210625;0.00788884960019751;0.006460613426516468;0.0013173659586728829;0.012260933019924551;0.011871177176377208;0.009684433995606962;0.003475826819793028;0.04758832874319096;0.03756313310152579;0.007533961967868213;0.007644861128359875;0.01440484502735946;0.014198693583721991;0.04247775728661402;0.05018453211717541;0.05447711982064905;0.05115583442121631;0.031479596059726285;0.02773116408133726;0.0023337367949373424;0.006703656719706833;;;;;;;0.015705998019166584;0.024488732226855273;;;;;;;;;0.00031441539208327065;0.0015064219874915722;;;0.0025622428880306167;0.0028436554360598545;0.00712955368073492;0.008024696466203794;0.06558687425370083;0.06558680909899857;0.03856339025089542;0.03856338896701941;0.049331254680999345;0.03433351111782505;0.030950897697593165;0.025583127269556902;0.02317677258215207;0.02343234758941014;0.0013693934488430493;0.001380362068229634;0.0006135025620908475;0.0006076238929078858;0.004364917461720366;0.006452544941599261;0.005865366104513009;0.006268965295612112;0.0012747874559740026;0.001235171150133457;0.011856907167331943;0.011828244869552567;0.03386647188733636;0.03386646998658078;0.004095000247868011;0.00027192296555414653;0.007795252531069781;0.0030254895880551117;0.004217492437476329;0.0015822709936424114;0.0002129450768080806;0.0006484169504704908;0.0006514677565174026;0.001146053042204492;0.001170411560772097;0.001170411560772097;0.001170411560772097;0.001170411560772097;0.002708480198230007;0.0016695674814351706;0.001170411560772097;0.001170411560772097;0.001170411560772097;0.001170411560772097;0.0006313547517488886;5.649275694279932e-05;0.0018215942014696042;0.0037719699242493494;0.01838934172985761;0.002997719179505523;0.0002988716590814677;0.0040850757640713805;0.0036944510622207473;0.0031194818186156058;Wjets_HT_boost_4;0.0036944510622207473;0.0031194818186156058
0.030955745556264163;0.022372496505417012;0.03844505644550663;0.035259184693553235;0.008436540134945037;0.0013459223434005444;0.0018121152451053841;0.00026662880620846347;0.01459909895662787;0.004901940695030046;0.0075598381483884805;0.0015014455899593695;0.0432802868081406;0.03594648426260626;0.007176621175065458;0.010814675463170918;0.01411025135256016;0.011237414441609883;0.041874009900274095;0.03553918083012871;0.06268959036873265;0.04520045290379556;0.03895107127634414;0.03281059877926781;0.004234427013913872;0.002321964045930192;;;;;0.04724066309047752;0.010132916960000534;;;;;;;;;0.0018877041053710335;0.0010211540394732906;;;;;0.001466642137626871;0.000781557659966143;0.0026424658554382017;0.0031458854215250763;0.06856527508703009;0.0685652069735514;0.0339181460473123;0.03391814524037333;0.05053071938720213;0.03530207877100498;0.031244477126130408;0.02554802787386205;0.02362139371626567;0.023895923611116383;0.0012064925250074305;0.0012152212010785384;0.0005539723908787476;0.0005463068467338365;0.004247132482712397;0.006663390463071039;0.004634014342619455;0.004779076652514754;0.0011655643288924018;0.0011267872113675302;0.011754041197430065;0.011731926439974814;0.027444725891041653;0.027444726640903062;0.0002328232225893256;0.0018513762941775806;0.005336402320587472;0.00885129770675334;0.0012120796412393479;0.009695839076023307;0.006370923702518123;0.006712178801383818;0.007186827820236529;0.008313578675625826;0.007837466183958225;0.007837466183958225;0.007837466183958225;0.007837466183958225;0.00034554774131950635;0.009562640006156422;0.007837466183958225;0.007837466183958225;0.007837466183958225;0.007837466183958225;0.0011703134438251943;0.008769393960960358;0.0006023497576814563;0.009484224897547164;0.03625908616037398;0.010820201403546727;0.01222316172303787;0.004242370381777313;0.004072235957265598;0.0033372591949900527;Wjets_HT_boost_3;0.004072235957265598;0.0033372591949900527
0.013343528393419552;0.013590603326633914;0.029821455411951;0.029042031291946175;0.0022770774420303543;0.008992767596211738;0.0007519484106777521;0.0039464232966267805;0.008027131137596854;0.016672932562831276;0.012218329556734046;0.011082790047843282;0.04234353021643727;0.038254101373791656;0.0068018211060946136;0.008666577668311809;0.016978945631692288;0.017356930930126222;0.04526189858410975;0.0543107086844083;0.04010972738258643;0.041004113877644;0.03909814099031776;0.039288213105546796;0.014505923287292345;0.00863496609205847;;;0.009732421364504168;0.007336631666876526;;;;;;;;;0.003779889972627587;0.0031376029546094854;;;;;;;1.2931653631694775e-05;0.0006712723725830204;0.001213464314672395;0.0008919094962608704;0.09200605595058951;0.09200596455078905;0.039157297327363894;0.039157294975068084;0.07934226405495719;0.05638580027938371;0.04947108460342921;0.04132464388753435;0.03176104235283388;0.03209726855501904;0.0013051204675701073;0.0013263569611151372;0.0005283418859558472;0.0005239566658442878;0.0077956170091323315;0.011809043806490937;0.005543602083119183;0.00588428170073417;0.001389058451112953;0.0013932587212598616;0.015569602103854868;0.015571609963356665;0.030860914802685265;0.03086091053647599;0.0017759679788597084;0.0028760826901483775;0.009782105057768815;0.026987204387488993;0.014145457615615666;0.018670376727884047;0.01910714371043024;0.0159723363815131;0.020326050984911293;0.01633553708019417;0.017003271775890522;0.017003271775890522;0.017003271775890522;0.017003271775890522;0.01261640855695124;0.02202597131181184;0.017003271775890522;0.017003271775890522;0.017003271775890522;0.017003271775890522;0.02011984497576755;0.01727486784028671;0.02008352876261904;0.018551350531919912;0.006045928710628911;0.008721551311925594;0.009058778998735383;0.004261694819288163;0.006077236790876732;0.0048795764263924075;Wjets_HT_boost_2;0.006077236790876732;0.0048795764263924075
0.010276589909694125;0.006014898559997772;0.01754030975413759;0.01935469951384317;0.01572432176437928;0.004083091316340194;0.007612179688017798;0.013179439997704465;0.02296690273776614;0.006166966529561274;0.0019767602837099997;0.004345986019107675;0.029906700839805088;0.018067256434371314;0.010840921270844024;0.00460192283362904;0.013084096730722104;0.01701027536593865;0.03496784748992311;0.02886890180727176;0.056487927693414826;0.04369132568959518;0.03762693896752737;0.03872248206625407;0.013092768117375121;0.0013018599505449182;0.02820160724141735;0.06376823897619674;;;;;;;;;0.01423455705651666;0.011043133032900783;;;;;;;;;0.009151110551799091;0.005823776592144779;0.0029509545379761346;0.002816715132524621;0.09211786426990073;0.09211777275902798;0.038047621612508235;0.038047617255418734;0.07731403838247308;0.05491649558009114;0.04764714670316075;0.04009912570874321;0.032450160714523675;0.03279859468437149;0.0011331412278216364;0.0011497682519250386;0.0003513850717607367;0.0003490233963227746;0.0072079928131332655;0.010858824791403083;0.004693942484244651;0.004949899701140102;0.0015205482821665447;0.0014796477882939817;0.01605633010562139;0.016033551860851494;0.028261626320636786;0.02826161619516616;0.005862443050713088;0.0009465965947631891;0.002637156383349112;0.03329804188208582;0.000837649837260273;0.020182895974750797;0.010037951130700006;0.009479854223821308;0.009189645548807747;0.009427791607118602;0.009044169331638676;0.009044169331638676;0.009044169331638676;0.009044169331638676;0.004542946532547677;0.02952955962805215;0.009044169331638676;0.009044169331638676;0.009044169331638676;0.009044169331638676;0.000311314611943368;0.015376835679065526;0.005174604153037291;0.020926734786090216;0.03906241547748345;0.03741545291409298;0.002764373832588633;0.012685386572387743;0.0062465753410987255;0.00511077344906424;Wjets_HT_boost_1;0.0062465753410987255;0.00511077344906424
0.05629559038860053;0.02861311177170399;0.05266526846721267;0.04675176145103598;0.011139938141844517;0.00575526848520981;0.0016701453276712248;0.0011633963888719667;0.01886993356853436;0.013105340745727534;0.007376038443567889;0.009421109967878812;0.05949885311901291;0.04692851158452919;0.0069469392485531686;0.0040883939590859175;0.013992271533802218;0.008631919770589476;0.055290063208516614;0.052788544927122705;0.06781267856693807;0.06362320829642698;0.030905969225974047;0.031149848743286072;0.008034801310129598;0.003235938592552592;;;;;;;;;0.020395954370465187;0.017872938138237406;;;;;;;;;0.00044654905476769333;0.0002783362413040648;0.0058088657409483355;0.00628225788473787;0.009451535848497667;0.010109730121847979;0.07586110489327273;0.07586102953203926;0.06311483657658512;0.06311483531637178;0.04905527251949396;0.03447080324364641;0.03033044766874081;0.02573209348778786;0.02633563424430241;0.026620085138350714;0.0015069395537553245;0.0015414642208027099;0.000869150810762076;0.0008692085576143365;0.004069662773058455;0.0060612264757847955;0.005318020079381487;0.005723477517865542;0.0014057166575487498;0.0014274320325251618;0.012730587167603726;0.012747077491524088;0.014087109159112541;0.014087098289232361;0.00439468313778488;0.010683763619669868;0.0011133717885363082;0.009081916864957258;0.0049918572335712836;0.0022901146556480144;0.000778465622758985;0.0034188732043771565;0.0014628063303357675;0.0014628063303357675;0.0014628063303357675;0.0014628063303357675;0.002332826197985945;0.009000683419953772;0.0014628063303357675;0.0014628063303357675;0.0014628063303357675;0.0014628063303357675;0.0005705133499576205;0.007928174244422903;0.002981006742712134;0.002933058308999609;0.004474879780108738;0.021238622874135228;0.0022979691357165556;0.016180586907903412;0.004662994961019548;0.0015344900615517855;0.01008227932691563;0.01109514882414189;Wjets_HT_boost_5;0.01008227932691563;0.01109514882414189
0.02332587409986254;0.033211432643672656;0.03935436199775418;0.03817380067590424;0.007131172932683079;0.016076328152642577;0.004020829705704308;0.001979467284552374;0.004114890994145623;0.015273227097248128;0.002244909805019099;0.005680723429603789;0.03770650288936299;0.05630381109746364;0.0036751960007124964;0.0021000834955178563;0.014805892446766935;0.009928831247553086;0.034770060601360515;0.05131631711822851;0.04852722032414238;0.05819011217096649;0.029036209725204536;0.025367617849862616;0.009405519139862706;0.0037007621592859436;;;;;;;0.0020003979811196912;0.010379120244324375;;;;;;;;;0.001800982921215986;0.0015688723763152897;;;0.00045532572016105825;0.0005809390361348687;0.003933076309660734;0.004082264642243298;0.0640068608873139;0.0640067973022131;0.03871478428036663;0.038714781646608874;0.051831713388541784;0.03690093859790433;0.03287629766151576;0.027666566274827296;0.022239856008729058;0.022485652108218488;0.0007623638360773805;0.0007690394120073868;0.00023559501801291287;0.00023312057769659278;0.002854585664824694;0.005216078740611282;0.003250914714393837;0.0033632923808633555;0.0010606689930294146;0.0010430825769750481;0.011083202771743975;0.011069126658136223;0.011602885955712102;0.011602878354299143;0.0022779850363486218;0.004997139413578442;0.0002040749312563239;0.00510706707495435;0.0030141826312721997;0.0016490756052839047;0.0019728895231636775;0.00041360166017858583;0.0029012813220307895;0.0029012813220307895;0.0029012813220307895;0.0029012813220307895;0.0005932516095389633;0.003919950635306688;0.0029012813220307895;0.0029012813220307895;0.0029012813220307895;0.0029012813220307895;0.0033127249291888794;0.004188393165285145;0.00011856764128567488;0.0007517368804016699;0.012918470024539934;0.021911883624159672;0.0015610346234342738;0.009356059546965289;0.0007018707882331196;0.002527639400258854;0.00838580578523313;0.009165168919993902;Wjets_HT_boost_4;0.00838580578523313;0.009165168919993902
0.030696757409130023;0.015293482652800583;0.03564250572644031;0.03109727134013946;0.015147614276339752;0.0008031343899494728;0.007123907853789944;0.002618700363945963;0.01633962455096555;0.006223095031414598;0.012281303410895122;0.007085094632735551;0.04605029549425326;0.03141036231152229;0.003945053055051234;0.00613741677283444;0.009254650092780101;0.010879050369763917;0.04236174373980694;0.03290318174571289;0.05261369513675546;0.046863729203330436;0.028464872643962594;0.027144231960161094;0.009613697643678799;0.0032950369665506406;;;;;0.002756212440699039;0.012266193502050646;;;;;;;;;0.0040428769238523956;0.002605106214465941;;;;;0.00116623975724009;0.0006236683583810384;0.0031323166817465165;0.003425864144142306;0.06377985308699158;0.06377978972740281;0.030356508978568942;0.030356509308774003;0.05058969817109532;0.03488509922804967;0.03151595633398838;0.02589791807720443;0.02200798970207646;0.02223403974214179;0.0012295458806761124;0.0012434715184480396;0.00047637953939222617;0.00047137761967453866;0.004951905863153051;0.007379386409855897;0.004080784509711158;0.0042774373031916856;0.001069836407533325;0.00104894903204311;0.010750087196730013;0.010732550311444718;0.010813583532404492;0.01081357813327089;0.008053656740880585;0.02289951231097293;0.010456246567696932;0.01742812119647383;0.009120997826315326;0.011021703635757931;0.011650907430277859;0.010087940856606933;0.009839877549522156;0.009839877549522156;0.009839877549522156;0.009839877549522156;0.011881648325311536;0.0198174287086982;0.009839877549522156;0.009839877549522156;0.009839877549522156;0.009839877549522156;0.00969675864832042;0.012648059737419193;0.006534573843252998;0.012811921235538813;0.01439567075586496;0.02501295271528267;0.00355805650547797;0.00716141327355657;0.004187026044048642;0.0022319880163420465;0.007134286327713637;0.007778448354202212;Wjets_HT_boost_3;0.007134286327713637;0.007778448354202212
0.01632962954437629;0.01961756469794325;0.03115772745991712;0.027864071569127277;0.003498949642285339;0.002762668773707439;0.003457704017005189;0.001960299385625388;0.011966880827056617;0.018645817568526034;0.008529902686292843;0.007894615257109033;0.03749681527196359;0.026506072483267452;0.003616712224090572;0.00601372854735812;0.010372430867758962;0.012200468152653911;0.03456253424049373;0.037158280041576675;0.04181088980707892;0.042430785540976235;0.037344399824635624;0.030877323446385857;0.0010612076191004838;0.010657463240827957;;;0.016719137450768935;0.005925310254403465;;;;;;;;;0.0029169751902796918;0.0022644631396492496;;;;;;;0.003600163483436687;0.0035428310906595517;0.005813269970832254;0.006384981804581121;0.06916484342888933;0.06916477471979345;0.029731914201397223;0.029731913737858034;0.0552846781740221;0.03828619760024088;0.03362847542933418;0.027747991547820965;0.02452933463742012;0.024795337540167196;0.000890707009291892;0.0009012558620681574;0.00029130367259406754;0.0002887181078731236;0.00516852143440213;0.00812674358445097;0.0034424494183683423;0.0036109689335023835;0.0006701924852576327;0.0006288783914836997;0.011513124181061202;0.011469140975831758;0.008692014064849225;0.00869201968591325;0.0004240418267998557;0.017305379944429333;0.006060398108118074;0.012726910984873644;0.006613598959086344;0.00825759370916318;0.01056093507453852;0.009081655065837415;0.009118039274834483;0.009118039274834483;0.009118039274834483;0.009118039274834483;0.0040699974323233825;0.015963700336675265;0.009118039274834483;0.009118039274834483;0.009118039274834483;0.009118039274834483;0.004980528740072664;0.015164556985434532;0.003989043766332873;0.01481948002334021;0.008969884859555884;0.03792810695647574;0.015823963188173747;0.009143418260836785;0.0009212902111303435;0.0029290628065047545;0.004269272010965817;0.004551146003334514;Wjets_HT_boost_2;0.004269272010965817;0.004551146003334514
0.0015358567008015376;0.009131150877617475;0.00805762022704009;0.026864176078156273;0.0016074799270889067;0.003056971326588835;0.002247414232659441;5.9609613811448614e-05;0.003595755600781533;0.007010711463757702;0.0026508183253668464;0.007869415406184662;0.0044575701197042935;0.02673403649881137;0.003051361168069728;0.0031461897195372386;0.008830040329710572;0.014931402123438962;0.024343221440107973;0.03817047015688285;0.025179490309985623;0.04655307780975942;0.031084983859216674;0.02348881865943311;0.006011254546984319;0.0005749051046098407;0.013541834553872418;0.010957264136200727;;;;;;;;;0.0036214052479891807;0.0032239897172259583;;;;;;;;;0.0024177334237348567;0.0016994916228646579;0.014978911850942193;0.017664228468004917;0.06001229882876994;0.06001223921190919;0.021958675023608744;0.021958667749261956;0.04056557701873095;0.028138710008814242;0.024925486925990108;0.020772171436467476;0.02081430283108059;0.021406449358068128;0.001182461550441896;0.001207673631327125;0.0004399839905946054;0.00044173991115321247;0.0016650229310400475;0.0027498461418499326;0.004648242000917232;0.004795112826780433;0.0010714574930715687;0.0011841318285095493;0.010098335107130115;0.01029739558047873;0.006453112178377022;0.006453127030359458;0.0024280149188991543;0.008542710916145389;0.004780199127901587;0.004732433389378567;0.006899806802463022;0.008871838587125485;0.006672269321696113;0.006909933659672411;0.006573756816720854;0.006573756816720854;0.006573756816720854;0.006573756816720854;0.005768803587502681;0.006713186789439082;0.006573756816720854;0.006573756816720854;0.006573756816720854;0.006573756816720854;0.005491807093473699;0.007965247476705822;0.004112685373289605;0.00862690017403076;0.013553297046706892;0.01740593175810659;0.0049424314202611225;0.002038625108842407;0.0002963617844353023;5.1435947016173174e-05;0.002257394190010306;0.0023194274993398674;Wjets_HT_boost_1;0.002257394190010306;0.0023194274993398674
