JESAbsolute_2016_do;JESAbsolute_2016_up;JESAbsolute_do;JESAbsolute_up;JESBBEC1_2016_do;JESBBEC1_2016_up;JESBBEC1_do;JESBBEC1_up;JESEC2_2016_do;JESEC2_2016_up;JESEC2_do;JESEC2_up;JESFlavorQCD_do;JESFlavorQCD_up;JESHF_2016_do;JESHF_2016_up;JESHF_do;JESHF_up;JESRelativeBal_do;JESRelativeBal_up;JESRelativeSample_2016_do;JESRelativeSample_2016_up;JetPUID_sf_do;JetPUID_sf_up;MET_do;MET_up;PS_FSR_Wjets_HT_res_1_do;PS_FSR_Wjets_HT_res_1_up;PS_FSR_Wjets_HT_res_2_do;PS_FSR_Wjets_HT_res_2_up;PS_FSR_Wjets_HT_res_3_do;PS_FSR_Wjets_HT_res_3_up;PS_FSR_Wjets_HT_res_4_do;PS_FSR_Wjets_HT_res_4_up;PS_FSR_Wjets_HT_res_5_do;PS_FSR_Wjets_HT_res_5_up;PS_FSR_Wjets_HT_res_6_do;PS_FSR_Wjets_HT_res_6_up;PS_ISR_Wjets_HT_res_1_do;PS_ISR_Wjets_HT_res_1_up;PS_ISR_Wjets_HT_res_2_do;PS_ISR_Wjets_HT_res_2_up;PS_ISR_Wjets_HT_res_3_do;PS_ISR_Wjets_HT_res_3_up;PS_ISR_Wjets_HT_res_4_do;PS_ISR_Wjets_HT_res_4_up;PS_ISR_Wjets_HT_res_5_do;PS_ISR_Wjets_HT_res_5_up;PS_ISR_Wjets_HT_res_6_do;PS_ISR_Wjets_HT_res_6_up;PU_do;PU_up;QCD_scale_Wjets_HT_do;QCD_scale_Wjets_HT_up;Wtagging_eff_do;Wtagging_eff_up;Wtagging_ptextr_do;Wtagging_ptextr_up;btag_shape_cferr1_do;btag_shape_cferr1_up;btag_shape_cferr2_do;btag_shape_cferr2_up;btag_shape_hf_do;btag_shape_hf_up;btag_shape_hfstats1_do;btag_shape_hfstats1_up;btag_shape_hfstats2_do;btag_shape_hfstats2_up;btag_shape_jes_do;btag_shape_jes_up;btag_shape_lf_do;btag_shape_lf_up;btag_shape_lfstats1_do;btag_shape_lfstats1_up;btag_shape_lfstats2_do;btag_shape_lfstats2_up;eff_e_do;eff_e_up;electronpt_do;electronpt_up;prefire_do;prefire_up;sample;trigg_do;trigg_up
0.04503370715294612;0.035930739076809125;0.05066083860643766;0.03942829591343867;0.012283940345954092;0.006321084787102147;0.010464553229814972;0.006919702015799976;0.007955333935034621;0.008579576815493649;0.005169670104619037;0.003424308711050376;0.04656740225938537;0.05496440362031209;0.007498427975299994;0.0033774584611839156;0.010712862679635124;0.009659269442371856;0.039319853286415477;0.03400181385060614;0.052581139937820466;0.057658269345089073;0.03877422947465439;0.029300230679705747;0.011610591469386679;0.006345480373949658;;;;;;;;;;;0.028398921192155497;0.019746679458500623;;;;;;;;;;;0.007455030145813203;0.0057752698383606825;0.0021489451613490133;0.0011066624260012044;0.00034141170931511604;0.00041871549089687453;0.03725369462107595;0.03725373499369686;0.011367185314390323;0.011367185517611702;0.040808250528276725;0.027159961559802066;0.023248910064612032;0.018743841967589416;0.018065226380263578;0.018196903879658666;0.0008078798503094951;0.0008095559487526176;0.0003089896896380529;0.0003042663821777934;0.0044478351169046325;0.007918331139855506;0.003975750468595604;0.004041897201526098;0.0007881735685715984;0.0007671913975282255;0.008708102008534441;0.008678702685782925;0.03147060517750745;0.03147060292833438;0.0022009874116602057;0.0014266107082802685;0.0022690097518934045;0.002201401062571665;Wjets_HT_res_6;0.0022690097518934045;0.002201401062571665
0.05192106852339735;0.05739896636962033;0.0652352633584385;0.06402470077458451;0.014538285633092172;0.029376356903403997;0.010582658326645638;0.011809765946070134;0.02274201869027499;0.037576079456261686;0.008988667464302866;0.016283055920598838;0.08682300574960969;0.07314020547989199;0.005406154806314391;0.008935542002617222;0.012247150436292834;0.012144834773666425;0.05479087348140917;0.06366824548451608;0.07673211557651487;0.08484272030822176;0.04486466061004314;0.04175892506577975;0.003161652185621632;0.012463382968071306;;;;;;;0.024941881601452772;0.015018325125405166;;;;;;;;;;;0.013893805785825117;0.010111904724810775;;;;;0.0011010423208778768;0.0015029146067921419;0.00043627998666776347;0.0004978211992004942;0.041150380584793436;0.04115042518033548;0.007218773559874924;0.007218773071842566;0.0540090202401037;0.03687725855290985;0.03227076034306779;0.026528199478363764;0.027205139501486158;0.027428414702980197;0.0009516045351611866;0.0009546286478831427;0.0003476847098560941;0.00034329388305645537;0.005640670750033363;0.011205710793249089;0.003957534153629669;0.004084373076450927;0.0009457275718707254;0.000955899886223847;0.013838189028124356;0.01382555980555218;0.04618680167220702;0.04618680367082228;0.0038165130720698064;0.00795085538997143;0.004346357796409114;0.003730200823163716;Wjets_HT_res_4;0.004346357796409114;0.003730200823163716
0.02098426876107055;0.027307192768799803;0.029749592770094316;0.03616377150169379;0.001961793909768185;0.009159052019851231;0.0029651107377677414;0.0035899760299543306;0.007142252066466629;0.005282297529972759;0.0014722261505018474;0.004874794699574499;0.039930301947517365;0.042231672178418396;0.002212160484318157;6.826581097374419e-06;0.00363444027198177;0.0036574385939851716;0.03386287958726652;0.030520424424948015;0.04467140349020789;0.056258414834759435;0.03254852355486144;0.024881784062420424;0.008284739811825915;0.003544120402396594;;;;;;;;;0.029843172561349628;0.018465043642639963;;;;;;;;;;;0.011681454432897889;0.008220421269837196;;;0.0032460410831800573;0.0030085847491070823;0.0011887470587061224;0.0010662230187339777;0.03585810574576767;0.03585814460595927;0.008014565798007325;0.008014564474729475;0.03437206573875663;0.023183001230283395;0.019904051959780733;0.01623161854208752;0.018757059694719674;0.01889608688039584;0.0007140067173941831;0.0007190662926432311;0.00023225312606499118;0.00022982449644993588;0.0036191161335597196;0.0066978439061641925;0.0035575113391453517;0.0036595252828225287;0.0014356514023492171;0.0013703759791743838;0.01014196185121058;0.010087421829003485;0.03294327128309472;0.03294327057021128;0.003228616494705069;0.00398826299745558;0.002878188235265232;0.002560063635695436;Wjets_HT_res_5;0.002878188235265232;0.002560063635695436
0.04905690392122284;0.059961475117890115;0.07381272136427995;0.09506040547190217;0.019668375457475698;0.0215333801460002;0.0083910483722779;0.009461653339091365;0.029803179243037457;0.03717825678485331;0.016830211459431508;0.02480844232419491;0.09838191215786718;0.12377526620482525;0.014743417322149526;0.010533724629185962;0.02680645204396309;0.030210207650658998;0.0853371488958491;0.11731449875814505;0.10979202892598604;0.14653876519345554;0.08186559851310342;0.07234452188020153;0.008634749996243214;0.021088619724523278;;;0.014753656600038332;0.01129575668972555;;;;;;;;;;;0.01074184824630077;0.008468913437024978;;;;;;;;;0.0026244142991545386;0.0028273184890927677;0.0017585588368824543;0.001916625593587498;0.011299200529580618;0.011299212774763775;0.001080783339879021;0.0010807832940573426;0.06986101338335228;0.04665675659375763;0.041803556739505386;0.03360718797719512;0.027361952744442305;0.027536429596054117;0.0010716599834620308;0.0010771786354993795;0.0004328966190797958;0.0004281576752714847;0.001093224063627479;0.005479864693416146;0.004459340388213207;0.0046108779999418665;0.002516891582373505;0.0024160524390882247;0.01623208302521511;0.01615545052354771;0.03324253018105363;0.03324252894818126;0.0038232027110760344;0.0020849273683808327;0.006143443163478968;0.004988620155814587;Wjets_HT_res_2;0.006143443163478968;0.004988620155814587
0.034228933087465316;0.0482581806775531;0.04450787122600557;0.05511503759381808;0.01546162478447078;0.008855523694292511;0.0049406506940732915;0.004564600702633596;0.017043327389622012;0.026343864324299967;0.007777801057961771;0.010855712139536587;0.06283661920355757;0.08193146290396608;0.009265966508284996;0.008284333562638205;0.01403146667436853;0.01821941480146765;0.05787377555540891;0.07067879289733865;0.07708757607340223;0.09381224325678023;0.05728889615213013;0.051762079750738724;0.022635119967305044;0.029437688414170635;;;;;0.0014174088386440396;0.008758145260828841;;;;;;;;;;;0.009110064231783647;0.007185064929877818;;;;;;;0.002898834036489468;0.0027403785451790884;5.9746727970368184e-05;0.0001920226993397737;0.023661593832426726;0.023661619474999028;0.0031239370335598895;0.0031239368053977874;0.06031365379696737;0.04081631785072827;0.036853482307910496;0.029800691905140526;0.027293234482768932;0.027476089828886097;0.0009821843613425228;0.0009877133138206926;0.00038015470136728126;0.00037602762071531706;0.005717171663054653;0.010481382990471829;0.004415897051889595;0.0045384966886443485;0.001566888743883332;0.0015250397502528138;0.01492875208660551;0.014881755488077597;0.04119751375574994;0.04119751492601882;0.005467139377163922;0.005112090470520857;0.0050636705872982215;0.004213510718036408;Wjets_HT_res_3;0.0050636705872982215;0.004213510718036408
0.031105042283525938;0.02788751272080384;0.06792364882409646;0.07670566069537137;0.018700202509429803;0.018932012779680905;0.00834131498477084;0.013171182390784941;0.021255036770088654;0.023262798452019444;0.011235670749782538;0.013467110727576262;0.0971421837854851;0.08559286284709251;0.01369695695036323;0.008675736590741745;0.024184112622901748;0.012964272518526804;0.08689577743134619;0.09160696428393882;0.09864337758094709;0.10149768781872992;0.10011152263986245;0.08503405273632006;0.005549411431453204;0.0054286740873233106;0.008902863119367497;0.0019169802438523023;;;;;;;;;;;0.013550540695442186;0.009381186768238436;;;;;;;;;;;0.002308398738460553;0.0021046975289641034;1.5429072815043845e-05;1.4457011732838738e-05;0.004935431368466328;0.0049354367170985755;0.0004205826658707149;0.0004205826317334771;0.0639171264025325;0.0423442148554094;0.03762171164810405;0.029920808456745458;0.02569264188457264;0.025832494138326913;0.0009129515581240988;0.0009171979105494513;0.0003562609236266151;0.00035182225375721317;0.0016806978018718717;0.002668166121625645;0.004090104509996749;0.004188993425105279;0.003112775686251783;0.0030256400093364223;0.016261745927538672;0.016213218376498945;0.028731024095853392;0.028731014787148127;0.0003147995684981322;0.001637468350394993;0.006580692058211109;0.005229058875926001;Wjets_HT_res_1;0.006580692058211109;0.005229058875926001
0.026754231754304796;0.03523921642735809;0.03388359055134208;0.03207455701440767;0.0076344967140371265;0.012372728906867032;0.006327806401534562;0.008103160209255708;0.004100506674280564;0.007964014627552538;0.0015992596719874737;0.007444468315281026;0.035239094556570844;0.04122239587369384;0.0035959647110810353;0.0009702759634885705;0.006225621199672641;0.002476863890621219;0.03206271919067481;0.02890481890552372;0.036093267801005545;0.04956411310597656;0.0266934773055778;0.023299036049645432;0.0015579723018238774;0.006515849269954748;;;;;;;;;;;0.015197005238901195;0.01939018581219241;;;;;;;;;;;0.004808291024753935;0.003208810412937463;0.0046921139151502615;0.004335061608267577;0.001300399573462878;0.001192154136085831;0.03500479986239489;0.03500483779784081;0.010900562934925325;0.01090056212444697;0.03402641108896029;0.02300350179937205;0.019878750516446872;0.01619983364680034;0.015474088323334136;0.015563039551720045;0.0006572647935842681;0.0006620834255054195;0.0002789872477370208;0.0002759315543275277;0.0028594789000520302;0.005739523990974001;0.0030476178817021487;0.0031404956396915255;0.0012457018986907719;0.001243588299374298;0.008113420995178842;0.00810589796587446;0.009688781707205706;0.009688774497822291;0.0027195828830030564;0.0016275276719832173;0.006910217051224426;0.007605307155030486;Wjets_HT_res_6;0.006910217051224426;0.007605307155030486
0.03960520977550526;0.03174228406903344;0.05735807186631845;0.04806408024830305;0.011336247040884043;0.015245581072411451;0.0013712048020548455;0.005632223625052183;0.017623496906626922;0.013812748955629539;0.008575962266453758;0.004460627765623969;0.06017547620142881;0.07365248409636574;0.003985441761095139;0.0020688648187902974;0.00853000116444204;0.008749458085667853;0.03912171563722775;0.050605962109663054;0.06438340454211143;0.0674209281363428;0.04066422237289826;0.034600365757955234;0.01171341518704949;0.0036271352618995976;;;;;;;0.030684585470853763;0.01831840375888124;;;;;;;;;;;0.006728062891251985;0.005488187654963764;;;;;0.0023945218506325854;0.001992022077597344;0.0006207445240927568;0.0005381152804416303;0.03461836862411339;0.0346184061407755;0.005762931291720309;0.005762930933925018;0.04681344398184514;0.03079497693805762;0.02901978940676568;0.02331111875327859;0.022587459445291926;0.022759463804181156;0.0009868041173358068;0.0009950548161377897;0.0004854506755134293;0.00048009689240898434;0.0020733744662191373;0.005901551670709371;0.0035774174559291814;0.0036383116155044764;0.0010871470960315424;0.0010281145249325912;0.0116836755409156;0.01162878343814865;0.01388302493495223;0.01388301502635699;9.043659570803444e-05;0.0026983749464620193;0.009961610636551387;0.010942429745248578;Wjets_HT_res_4;0.009961610636551387;0.010942429745248578
0.039435845136287256;0.02221292492517769;0.04259128470978388;0.03789341295385323;0.01795595175559685;0.0024722910693704206;0.0007882358489600102;0.008349983189197248;0.014257033819227173;0.019215907672213296;0.002491050157399732;0.008586083251918217;0.07021117158408945;0.04690697172612296;4.739890667633286e-05;0.004743499970633646;0.009742089952496556;0.008720894326681309;0.04491498979499887;0.0403924309999959;0.0585831177833313;0.05533875809060511;0.040332327161466834;0.03659902833254225;0.0006540683121493439;0.002743546733046795;;;;;;;;;0.04982081590708437;0.032286500670641385;;;;;;;;;;;0.008201797407820911;0.006119838703944853;;;0.0010955034220051093;0.0011370517567827797;0.000761786770738341;0.0006019489749669389;0.04542588324746589;0.04542593247646184;0.010124180123502526;0.010124179448736921;0.05011208023251878;0.03361763942435406;0.030099473085022244;0.024683712250070766;0.024733815285661598;0.02494517066309424;0.0013090930236483666;0.0013288109869933832;0.0005598920413608723;0.0005558625957536758;0.005038731799432453;0.009033817491132523;0.004688692305299956;0.00503383948676648;0.001391884774135118;0.0013847354131922911;0.013037135371922198;0.013046344475035719;0.01463342610674978;0.01463341707686565;0.010519032802185916;0.005848817139246264;0.010580753082489645;0.011624973325725159;Wjets_HT_res_5;0.010580753082489645;0.011624973325725159
0.0384970466225749;0.041572367499919834;0.07009655594913912;0.07007941138336941;0.013759322404285644;0.015095718357672719;0.007996626973964622;0.006954678401219202;0.0201881551545796;0.029097048127918777;0.00871918439367362;0.016668682760794265;0.08930789151438334;0.09030844702689693;0.005587920603147434;0.009636178987486038;0.021396424891713978;0.020603980620778183;0.07117607787675315;0.08712311904827605;0.0908421507216555;0.10412607749907425;0.06649659407923718;0.05754684726139291;0.016675849356949338;0.02431380662635081;;;0.009826881800687682;0.007490951687891305;;;;;;;;;;;0.00864330622713159;0.0067872531024451436;;;;;;;;;0.002929122768015295;0.002636891379533298;0.0018093147106563558;0.001790728823815203;0.009079143342267261;0.009079153181527489;0.0008447048273933062;0.000844704697177799;0.0507137183960416;0.033741204589944916;0.030598132545925114;0.024562181170782054;0.02199091023502214;0.0221157981557524;0.0008571294717475221;0.0008610994626121946;0.0003457329902290542;0.00034135312618204146;0.0008781991107476733;0.002517079044457811;0.0036596063330268038;0.003783710977964022;0.002821960113021064;0.002763935716016827;0.01396408375374958;0.013935038431689202;0.010863441667888466;0.010863444993697294;0.0012205474180759033;0.002322800009306036;0.005967303109159224;0.006400667257066556;Wjets_HT_res_2;0.005967303109159224;0.006400667257066556
