channel;bin;weight;stat_error;syst_up;syst_do
boost_wjetcr_ele;Wjets_HT_boost_5;0.4872698079189639;0.07215640694082831;0.1692777797416795;0.14804213889653295
boost_wjetcr_ele;Wjets_HT_boost_4;0.5639175643670964;0.05165021217873773;0.14457941338107005;0.14255599451215323
boost_wjetcr_ele;Wjets_HT_boost_3;0.7536871711016141;0.04100505500644782;0.1502997849486347;0.12328058445766253
boost_wjetcr_ele;Wjets_HT_boost_2;0.8188804582482538;0.039852314711698054;0.11222592362860288;0.1200071808523305
boost_wjetcr_ele;Wjets_HT_boost_1;0.8506715697027329;0.05772851737954149;0.13663220752477845;0.12310712825943007
boost_wjetcr_mu;Wjets_HT_boost_5;0.5865301501683483;0.06535081867473037;0.16370876422996744;0.16382776424961415
boost_wjetcr_mu;Wjets_HT_boost_4;0.6859279579951088;0.04451392247641929;0.13916695145617342;0.14576622278639062
boost_wjetcr_mu;Wjets_HT_boost_3;0.7280219082930458;0.035778006212289236;0.14192106751018294;0.12454663782724873
boost_wjetcr_mu;Wjets_HT_boost_2;0.6504009930188935;0.033397838681904005;0.13541051813027574;0.1137192914833839
boost_wjetcr_mu;Wjets_HT_boost_1;0.660265355976459;0.045260516741995827;0.11659789840842975;0.1088415070198297
res_wjetcr_ele;Wjets_HT_res_6;0.3328691307894594;0.05523093512863433;0.1936648175328208;0.16787175741915653
res_wjetcr_ele;Wjets_HT_res_4;0.5637585257184755;0.024650784114663607;0.18891538327291574;0.16462615746538492
res_wjetcr_ele;Wjets_HT_res_5;0.4317460340078213;0.044163503976359715;0.19025296843515999;0.1781288967734184
res_wjetcr_ele;Wjets_HT_res_2;1.062257392974505;0.006533989749801857;0.21704540512993123;0.1807772939729245
res_wjetcr_ele;Wjets_HT_res_3;0.7346166079318028;0.012665478467933741;0.19685027708334496;0.1854401693169623
res_wjetcr_ele;Wjets_HT_res_1;1.3024232357928849;0.005883772894707245;0.22424883758779074;0.16698129297616368
res_wjetcr_mu;Wjets_HT_res_6;0.43920470531820904;0.04871002292058121;0.1983559116452497;0.18284829153524276
res_wjetcr_mu;Wjets_HT_res_4;0.6856868328614496;0.022285350997667895;0.1886684465592922;0.15565850188401345
res_wjetcr_mu;Wjets_HT_res_5;0.5262675116376893;0.03896876835148689;0.1871961331036137;0.176553820892565
res_wjetcr_mu;Wjets_HT_res_2;0.955172824432011;0.005490506666051298;0.21940284975260083;0.19043066457738328
res_wjetcr_mu;Wjets_HT_res_3;0.8681335441865125;0.011266048602081516;0.2038337301818534;0.16993456713135366
res_wjetcr_mu;Wjets_HT_res_1;1.1194399873762033;0.004566790636716569;0.22526272886673376;0.18800683475151725
