channel;bin;weight;err_stat;err_syst_up;err_syst_do;err_tot_up;err_tot_do;wnorm_prefit_err_rel
boost_wjetcr_ele;Wjets_boost_3;1.0680032795232517;0.059516948286573106;0.1412351724615556;0.15290891391976794;0.15326330635084173;0.16408352473502516;0.13224226476589274
boost_wjetcr_ele;Wjets_boost_2;0.9133668207318284;0.061019278279152545;0.13617572791955138;0.13864211732701232;0.14922191928844886;0.15147603446956784;0.14909204585561975
boost_wjetcr_ele;Wjets_boost_1;1.2743989662505735;0.10789383868492877;0.23093117928017684;0.1782753386521654;0.25489270289653765;0.20838228523008787;0.18120791478637385
boost_wjetcr_ele;Wjets_boost_7;0.43841183992088856;0.05721323747503987;0.08282310171872724;0.07136207062967836;0.10066290637909252;0.09146529214368973;0.1889162065825428
boost_wjetcr_ele;Wjets_boost_6;0.7353264673861204;0.07085036993893554;0.12831389016363354;0.13591510856171965;0.1465749955804503;0.15327325812361417;0.17449921341707375
boost_wjetcr_ele;Wjets_boost_5;0.7639778618963847;0.05046672807533324;0.13877401726572886;0.12473149405711662;0.14766556304940714;0.13455421306057327;0.18164664735344152
boost_wjetcr_ele;Wjets_boost_4;0.8714677586555286;0.058388563951101285;0.14491841924815602;0.1529993332232678;0.15623883204138517;0.16376208464426797;0.16629234737465368
boost_wjetcr_mu;Wjets_boost_3;0.795022839492324;0.042761689383839396;0.1409951910962036;0.11033104172508187;0.14733704894294214;0.11832793772859274;0.177347346632505
boost_wjetcr_mu;Wjets_boost_2;0.7566321193655542;0.04279322602871646;0.09838182019266621;0.11140362610825835;0.10728579933228312;0.11933996859398548;0.13002596331115396
boost_wjetcr_mu;Wjets_boost_1;0.8242418980012696;0.0660376206264429;0.13298246640337713;0.13685124215990654;0.14847660997183135;0.15195140610968816;0.16133912474705614
boost_wjetcr_mu;Wjets_boost_7;0.603707795873748;0.05984805258041473;0.1077752185250591;0.11035685415298739;0.12327727741069044;0.1255405299344073;0.1785221580070466
boost_wjetcr_mu;Wjets_boost_6;0.8417820494895206;0.0645914904501769;0.12399119929630172;0.14799069987516417;0.13980657402822838;0.16147231306981458;0.14729608379210907
boost_wjetcr_mu;Wjets_boost_5;0.7704992609240989;0.042516846975991;0.14409384881644186;0.14354399375761812;0.15023554687062393;0.1497082510106472;0.18701361068617092
boost_wjetcr_mu;Wjets_boost_4;0.8876136009899517;0.050841839238947764;0.14322696930164994;0.14330819725828944;0.1519830824550377;0.15205963310037218;0.16136184612528412
res_wjetcr_ele;Wjets_res_6;1.018588970237857;0.057683147979543936;0.12615518659439603;0.14402335703032118;0.13871725438998872;0.15514532842181658;0.12385288892823641
