channel;bin;weight;stat_error;syst_up;syst_do
boost_wjetcr_ele;Wjets_HT_boost_5;0.43021898950872783;0.08643713958635517;0.19851865556585152;0.18374838334178045
boost_wjetcr_ele;Wjets_HT_boost_4;0.6832478471295067;0.06092905345657267;0.18578548673627326;0.18906986175861779
boost_wjetcr_ele;Wjets_HT_boost_3;0.7681836738773492;0.04869391150882355;0.17108344059172248;0.1677783012656296
boost_wjetcr_ele;Wjets_HT_boost_2;0.9098995721261932;0.04808216280777306;0.14680507196538545;0.15559671064770636
boost_wjetcr_ele;Wjets_HT_boost_1;1.0605449409501364;0.06913775004059891;0.16944659917194863;0.1567713167910296
boost_wjetcr_mu;Wjets_HT_boost_5;0.5864118349306161;0.07771327903602948;0.18766467080380694;0.1986014609119477
boost_wjetcr_mu;Wjets_HT_boost_4;0.7127426176430204;0.052682462555856055;0.16260766845936547;0.18586419414673516
boost_wjetcr_mu;Wjets_HT_boost_3;0.8321034180068747;0.04153013025118674;0.16395787346442398;0.17198092766877082
boost_wjetcr_mu;Wjets_HT_boost_2;0.7644972000660697;0.0393219631152069;0.146887958317953;0.14336730944035178
boost_wjetcr_mu;Wjets_HT_boost_1;0.7361525953196196;0.05199412435316256;0.15772063804122274;0.1521204895190094
res_wjetcr_ele;Wjets_HT_res_6;0.4238426192338595;0.0634742905286142;0.19778826088430776;0.1952498538254474
res_wjetcr_ele;Wjets_HT_res_4;0.7769280358733935;0.029779015655950987;0.16636770037948342;0.1829224278852011
res_wjetcr_ele;Wjets_HT_res_5;0.599294134408623;0.05163791295055477;0.17626707070455014;0.17495107141285987
res_wjetcr_ele;Wjets_HT_res_2;1.1479845448099744;0.008103018756416986;0.23029630300536053;0.2140876221063626
res_wjetcr_ele;Wjets_HT_res_3;0.971808561480013;0.01565713351040652;0.19814919115446886;0.19557053735798435
res_wjetcr_ele;Wjets_HT_res_1;1.1104332168585103;0.007407397551788059;0.2329118346968542;0.2499377135600376
res_wjetcr_mu;Wjets_HT_res_6;0.40099671215011645;0.05726792725756412;0.18362454033601755;0.19256883808227548
res_wjetcr_mu;Wjets_HT_res_4;0.7348793947263741;0.026235995605252745;0.17215538257964447;0.18452354201629592
res_wjetcr_mu;Wjets_HT_res_5;0.6315742207011611;0.04633389256561121;0.21029592025714725;0.18237318303938635
res_wjetcr_mu;Wjets_HT_res_2;1.0074611675668486;0.0066324061752867005;0.23179677991294537;0.2160721244610584
res_wjetcr_mu;Wjets_HT_res_3;1.00522048778039;0.013651367028735852;0.20400681097457476;0.1915175551991593
res_wjetcr_mu;Wjets_HT_res_1;1.0427817249495648;0.005519086570931934;0.264959172912681;0.2263940421593311
