
JER_do;JER_up;JESAbsolute_2018_do;JESAbsolute_2018_up;JESAbsolute_do;JESAbsolute_up;JESBBEC1_2018_do;JESBBEC1_2018_up;JESBBEC1_do;JESBBEC1_up;JESEC2_2018_do;JESEC2_2018_up;JESEC2_do;JESEC2_up;JESFlavorQCD_do;JESFlavorQCD_up;JESHF_2018_do;JESHF_2018_up;JESHF_do;JESHF_up;JESRelativeBal_do;JESRelativeBal_up;JESRelativeSample_2018_do;JESRelativeSample_2018_up;JetPUID_sf_do;JetPUID_sf_up;MET_do;MET_up;PS_FSR_Wjets_HT_res_1_do;PS_FSR_Wjets_HT_res_1_up;PS_FSR_Wjets_HT_res_2_do;PS_FSR_Wjets_HT_res_2_up;PS_FSR_Wjets_HT_res_3_do;PS_FSR_Wjets_HT_res_3_up;PS_FSR_Wjets_HT_res_4_do;PS_FSR_Wjets_HT_res_4_up;PS_FSR_Wjets_HT_res_5_do;PS_FSR_Wjets_HT_res_5_up;PS_FSR_Wjets_HT_res_6_do;PS_FSR_Wjets_HT_res_6_up;PS_ISR_Wjets_HT_res_1_do;PS_ISR_Wjets_HT_res_1_up;PS_ISR_Wjets_HT_res_2_do;PS_ISR_Wjets_HT_res_2_up;PS_ISR_Wjets_HT_res_3_do;PS_ISR_Wjets_HT_res_3_up;PS_ISR_Wjets_HT_res_4_do;PS_ISR_Wjets_HT_res_4_up;PS_ISR_Wjets_HT_res_5_do;PS_ISR_Wjets_HT_res_5_up;PS_ISR_Wjets_HT_res_6_do;PS_ISR_Wjets_HT_res_6_up;PU_do;PU_up;QCD_scale_Wjets_HT_do;QCD_scale_Wjets_HT_up;Wtagging_eff_do;Wtagging_eff_up;Wtagging_ptextr_do;Wtagging_ptextr_up;btag_shape_cferr1_do;btag_shape_cferr1_up;btag_shape_cferr2_do;btag_shape_cferr2_up;btag_shape_hf_do;btag_shape_hf_up;btag_shape_hfstats1_do;btag_shape_hfstats1_up;btag_shape_hfstats2_do;btag_shape_hfstats2_up;btag_shape_jes_do;btag_shape_jes_up;btag_shape_lf_do;btag_shape_lf_up;btag_shape_lfstats1_do;btag_shape_lfstats1_up;btag_shape_lfstats2_do;btag_shape_lfstats2_up;eff_e_do;eff_e_up;electronpt_do;electronpt_up;sample;trigg_do;trigg_up
0.008587784394116619;0.026790840781001957;0.010525892870005134;0.01374335975247673;0.02037444945029413;0.02812531524784472;0.004444962239381696;0.0026019242035869757;0.0032964422644845147;0.001528043703357439;0.006100671412945152;0.0062935920549155085;0.0006763698968485889;0.00037851067288340913;0.016168562847107944;0.020173079979689635;0.001645990928592022;0.0021801736980478887;0.0031368193204179824;0.00425119055350015;0.015864625012322;0.02068544606494167;0.029985272426384435;0.039365351627677056;0.010374809182270244;0.009179596337982168;0.0038701604697452315;0.001002136180721447;;;;;;;;;;;0.011526440680281443;0.007837626713207542;;;;;;;;;;;0.0030916239925562017;0.002382778545813206;0.0005516342567386931;0.00039747199499183533;0.0007583556436768174;0.0008747770678012794;0.02989976716778339;0.029899760687184248;0.005262490103694239;0.005262490366896308;0.013293256726822968;0.00832088024984099;0.009076945173963546;0.007070500673480521;0.009454622462639095;0.009599646071822305;0.00023062282274989926;0.00022970264509546273;0.00015127607016214478;0.0001492673660053375;0.008042749082841543;0.010157460744582188;0.0010634194473251423;0.0010854242274834314;0.001424180461090032;0.001467204348634285;0.003218378186611461;0.0031878164108655603;0.008243228174003418;0.008243233000989461;0.0014589518099320266;0.0010094269693375682;Wjets_HT_res_6;0.0015290907321399466;0.0012089682816816643
0.01610235495059693;0.04114819098053875;0.022726415315938008;0.02001862547857763;0.03340805139963288;0.03880207694973436;0.004599559989777593;0.008672384309108109;0.004359216769201423;0.007579931274036041;0.007851265654726792;0.009774824552854808;0.0010901967480438255;0.002553386037984024;0.03640711228629296;0.035497966825857735;0.00010862774449785863;0.005397653343602923;0.007887612137647793;0.005239337979595964;0.027444340451274613;0.03350065569714512;0.05653098080368887;0.07097585292007821;0.01917037645225903;0.014466577122241791;0.007824873919328427;0.007102092256045996;;;;;;;0.011163067939153748;0.0067271461466981005;;;;;;;;;;;0.006044389231998569;0.004400381461263752;;;;;0.0007855600749884334;0.0003239978516304634;0.00020904341419144127;0.00036092890957715605;0.035566466834095777;0.035566459125272974;0.0029386523362680706;0.002938652108595559;0.026248201635544734;0.016182432811601234;0.017672262088177303;0.013768366917454929;0.015844878926273266;0.01607003552789586;0.0002946541211228619;0.00029306141126636906;0.0001548376054160094;0.00015226523791449795;0.010852006290408752;0.01261030896262671;0.0018562748027712661;0.0018867419640832372;0.003303655655912212;0.003403761946483537;0.00483568690132856;0.004767179398319029;0.01332809440488452;0.013328097802966603;0.0021464533391273317;0.0011879337161805957;Wjets_HT_res_4;0.0026068676732346;0.002038367220068846
0.012915555147238772;0.026407752865756532;0.012359372452336802;0.018130149137579404;0.028807033977190494;0.03528611371659722;0.0027581606462675897;0.005193851664169907;0.003669670723091436;0.001230464175166569;0.006141214998513719;0.01229817470423177;0.0010063814079466207;0.0011504466162658435;0.027839433860071094;0.03606469890401274;0.005702871718365695;0.0026229401807714926;0.008332507809121125;0.006438849647589012;0.02609649178312402;0.030280749114980493;0.04611680816884923;0.04882659272294702;0.015038695773336986;0.012687980490588507;0.009322851279324917;0.0038346077909066647;;;;;;;;;0.013668522913721854;0.008429317421673013;;;;;;;;;;;0.0053678186083209855;0.00376911700634472;;;0.0016169842030714023;0.0017255934771841649;0.0011341874446609411;0.0013387935203403262;0.03420970464871646;0.03420969723396367;0.003839767753449121;0.0038397671841710565;0.01718240096151961;0.010450186033750199;0.011747500958676547;0.009022919260871344;0.012825724235246593;0.013018682979763652;0.00016886531120171973;0.00016836075628536853;9.025154484939166e-05;8.894185459223356e-05;0.011107851569759514;0.013298566071417125;0.0008804056703577958;0.0008906192670316594;0.0023821407502150433;0.0024646089232988858;0.0040560563601176195;0.004011734953665138;0.011273158706736125;0.011273162040293022;0.0010716094604873885;0.004472752971505174;Wjets_HT_res_5;0.0020453042237952215;0.0016295675876859001
0.04879817513419355;0.11233718484822433;0.038494645400098414;0.04335415011189812;0.07729232545328676;0.09448994277193605;0.012338033942655945;0.014046197883351208;0.005666963812412705;0.010675150855724002;0.019771495078763603;0.025929896149147803;0.0031748016957266487;0.001823072871353754;0.07364646409062432;0.08355650760879535;0.0104346632447119;0.010927836951392605;0.019882839821471744;0.020160837509135797;0.07060421149175623;0.08119226349103287;0.12764632704366638;0.1469185541650819;0.04571612997459021;0.038809163896054155;0.009381597161177858;0.024910236497900654;;;0.010421994562494152;0.007973433648591483;;;;;;;;;;;0.007549561491004166;0.005949331264543043;;;;;;;;;0.0018550659313524907;0.0018062650250574683;0.0012264420696335146;0.0014140320711760947;0.016665219167708384;0.016665215555619797;0.0007584046073352387;0.000758404579436751;0.04611623063440065;0.028489445429979072;0.03106896588358341;0.024005799691046596;0.025927347130367297;0.026264357873925812;0.00046382918163632335;0.000460210486824074;0.0002638941892036867;0.0002592550484578671;0.020629185114224437;0.02467370661761941;0.002731095141329524;0.00277884651461784;0.005264665033618386;0.005468241787525236;0.008247565531295556;0.00819665986312769;0.019281559291776815;0.019281555546855532;0.0020253094403694535;0.0011296201217175488;Wjets_HT_res_2;0.004650586105039028;0.003629219688963091
0.029624976125346935;0.05821202532370286;0.027953390515040574;0.027873247386379023;0.05230829284051246;0.05723858164849783;0.010823991067703473;0.012977430899872931;0.009195668445243629;0.006696251533761722;0.010837273550622657;0.012669138752467083;0.000867010950438287;0.0004507301986812301;0.05039413690437394;0.05228838355226675;0.0057169093707938965;0.005917837661910428;0.011038810779161308;0.01268259746360817;0.049535819530961;0.04863332326000882;0.09618094864151126;0.09862617320573028;0.024403790549862237;0.022696359564255673;0.014595527478686884;0.017908828308326307;;;;;0.0008787036384421157;0.004603847776061856;;;;;;;;;;;0.004856689409591525;0.003827901223690594;;;;;;;0.0008631862584283053;0.0007737255748334809;0.0006671283237666714;0.000880045293375941;0.029572696183876045;0.029572689774167858;0.0017957081932227672;0.0017957078521657318;0.033168277424990136;0.020547484647404312;0.022640033736249596;0.01754867136348786;0.01955688552723909;0.01983285923297177;0.00039784882592694903;0.00039570552634968746;0.0002109452305067189;0.0002073654996723552;0.015338362807533066;0.017857777323325667;0.0024157686262564868;0.002487662560280361;0.004029177943111858;0.004180911730589377;0.006005219069021906;0.0059694369206649105;0.016631851005014166;0.01663185388310181;0.002514907623909561;0.003866821944967635;Wjets_HT_res_3;0.0034587439555253375;0.0026694883604829515
0.06057386764044734;0.1742976553094934;0.0323401505320668;0.03590435938122324;0.0910660946095439;0.10920731341654931;0.010969990695310045;0.015811968156592724;0.0014363050072497255;0.007843974651835565;0.028867542975586087;0.026242037521794343;0.0014309695334555452;0.003036315067032362;0.07592088067398062;0.0823519758409171;0.010972153081514252;0.011119516971336058;0.02167066353863024;0.024415871418704275;0.07521753380957175;0.09369652548186057;0.13278111216933508;0.17571971973976006;0.06313346509083707;0.04989402865748009;0.0022975912782367625;0.0011542964078129657;0.007515936422891671;0.0019347393768111342;;;;;;;;;;;0.011916844426442908;0.008244090461132846;;;;;;;;;;;0.0023992855833527603;0.0023564982452063624;0.003472699376713656;0.003953167425808784;0.009168983686952932;0.009168981699629675;0.00035414613703073936;0.0003541461148059039;0.05968105171204266;0.03583914694958801;0.03808070830281921;0.029366315671779684;0.02933465938956375;0.02967868072017446;0.0006189573887460156;0.0006197324379152173;0.00034637371849701517;0.00034386905390354966;0.02210391135942111;0.026972153617842796;0.003379331804577934;0.003440577985931055;0.005510889367150226;0.005707688087207271;0.00993415305041698;0.009846199787674313;0.019055006356961206;0.019054995294291267;0.0011872076758350867;0.0022885852742577655;Wjets_HT_res_1;0.004877204437544214;0.004092093184173747
0.01830032264269296;0.03267736019542276;0.018166989599549065;0.019340567427288284;0.031707653371483666;0.03704890684243838;0.00905710064214791;0.004851370764376372;0.008628906453697746;0.00419934585231408;0.005660179103967798;0.006091894995618933;0.00013070316985798849;0.00044230089587564875;0.02451812263420502;0.03178210001388776;0.002530702725678764;0.00289394339923133;0.007362732173556883;0.005589559178876528;0.023266623096319605;0.026560493864115117;0.040758601829816984;0.05285757530441582;0.017351763347557957;0.011388774187916176;0.0010597378927575498;0.002416077497812985;;;;;;;;;;;0.00826163224069923;0.010704059809957244;;;;;;;;;;;0.0026898515077737424;0.0017871557813250228;0.0005293841760109941;0.0006591612914723174;0.0005785772763503189;0.000757440922897836;0.038548526947373374;0.03854851859220623;0.00633504948589445;0.006335049253998425;0.017073242296396843;0.0107444435013775;0.011506719987738593;0.008916668842879016;0.011912771667101855;0.012094446830286376;0.00028061275577958894;0.0002789706529202315;0.000166279369633204;0.00016331264733042625;0.009344698302421548;0.011867323623037065;0.0016078035398154411;0.0016487511996352558;0.0018228147817003948;0.0018800624173359122;0.004053483298423778;0.004014356975465464;0.005235215140103148;0.005235218857140026;0.0023460542649506445;0.0014878979329231168;Wjets_HT_res_6;0.0027476925574572778;0.003058185167262684
0.022604455760374797;0.057150609135440844;0.023307937890243196;0.026393712321344798;0.036632579137094834;0.05495056008761927;0.004648084362502718;0.007777021328409212;0.0009503188320758017;0.007387850916707579;0.011884782505618589;0.010236192350551511;0.0008128422575613163;0.003044418398655064;0.03094523879005203;0.044542863051216686;0.003444406279263585;0.0026896537459881594;0.007168216789037425;0.00929251537670733;0.03511213010712887;0.03960572110589546;0.05972411413765224;0.07409868399098586;0.0212805337626916;0.01775164954777828;0.007907562727817898;0.0020858548532495798;;;;;;;0.018359650224839312;0.011052114216479924;;;;;;;;;;;0.004154499007188736;0.0034050396264953976;;;;;0.001059073903060135;0.001213607453640707;0.0006715076062367945;0.0010345847825100627;0.041642768810871256;0.04164275978504579;0.003687708557876983;0.0036877083974531898;0.02770739633677351;0.01745086018539822;0.019313351863654776;0.01513544105976758;0.018656507052299386;0.018929474770341716;0.0003187823836564615;0.00031868066184335964;0.00015944803400165126;0.00015723323137631896;0.015367186022907823;0.01781337916876049;0.0019298770371325225;0.001974597251085804;0.003959564836185609;0.00409468962479465;0.00559250595428474;0.005529612663769682;0.007775442016775176;0.0077754507220906596;0.0018465656820861468;0.0016937216775356038;Wjets_HT_res_4;0.004061068738888471;0.004474960891050873
0.0255201496559245;0.04094926352559959;0.019709632250844746;0.013145182627359475;0.03112021288092594;0.03450400879027761;0.011110684658310494;0.008141725919327804;0.004082650834347914;0.005195646411887359;0.011355023485489725;0.011698749672061698;0.0002796869635267445;0.0016840518470672434;0.031875480346675505;0.03088769602944348;0.0018768952108823259;0.0029637266043943643;0.006362022501880923;0.004654800169177786;0.021318661601266612;0.02925057514242163;0.04931649814253959;0.05611699671107283;0.018960390980894033;0.01484935048319573;0.0037541051702282657;0.0069251287597193205;;;;;;;;;0.02074752479466942;0.013728374799991654;;;;;;;;;;;0.003522816496528515;0.0026216782121840964;;;5.6506701720363115e-05;0.0009622929240705618;0.001410329902459946;0.0016832198215372188;0.04113799470423329;0.041137985787814045;0.004510832946888508;0.0045108328635599555;0.025704017300410116;0.01517787686837778;0.015006857742322651;0.011703372789944773;0.014448735567383852;0.01466519723214744;0.000266022203509367;0.0002656936490549284;0.00013587782693620326;0.00013400282473486892;0.011360743922816392;0.013635627663491807;0.0016747682195975085;0.0017177724170469731;0.0026130547048603017;0.002713858818089175;0.004672234208429801;0.004641471041011251;0.006183509862473724;0.006183516380772858;0.0017767707643285128;0.004652243922919266;Wjets_HT_res_5;0.0032645263035486582;0.0036039269444987448
0.046526904433751425;0.10253771176253622;0.03470074418450482;0.033728483604634374;0.0720698730685332;0.08430181286607807;0.011881771244938447;0.011449645635477927;0.00582201971359831;0.005870074957044498;0.021660377431571582;0.02222268794640334;0.0016099838691658456;0.0025462413289639558;0.06843451780579753;0.07154272562538777;0.007964942698746761;0.00838322603891823;0.017842796489283923;0.017835120252818946;0.06679897787436151;0.06944400923760265;0.11695597346507036;0.13247436825894054;0.039454169305744906;0.03360258441365173;0.016677423247876823;0.022186964564313294;;;0.007124615879652765;0.005439820331448605;;;;;;;;;;;0.006512433289939042;0.005114526216410222;;;;;;;;;0.0017862663895506937;0.001976087139391173;0.0008264679831340256;0.0010953839718672706;0.01424156075818982;0.014241557671414927;0.0006377830001693379;0.0006377829052162099;0.040142569535539886;0.024822446505017356;0.026997463696077865;0.020843276276813722;0.022584081902338002;0.022868884109703114;0.0003455005554537267;0.00034427257421535925;0.00019233395183119526;0.0001897424499167155;0.017400800857159043;0.020885706017356207;0.0019882865959102328;0.002010498901397983;0.00464195968966783;0.004808983059919685;0.007146480449483578;0.0070771411733260466;0.00774370909818609;0.007743717309613391;0.001186523042786891;0.0014369992238163114;Wjets_HT_res_2;0.0031903116479608576;0.003394388270183504
