JER_do;JER_up;JESAbsolute_2017_do;JESAbsolute_2017_up;JESAbsolute_do;JESAbsolute_up;JESBBEC1_2017_do;JESBBEC1_2017_up;JESBBEC1_do;JESBBEC1_up;JESEC2_2017_do;JESEC2_2017_up;JESEC2_do;JESEC2_up;JESFlavorQCD_do;JESFlavorQCD_up;JESHF_2017_do;JESHF_2017_up;JESHF_do;JESHF_up;JESRelativeBal_do;JESRelativeBal_up;JESRelativeSample_2017_do;JESRelativeSample_2017_up;MET_do;MET_up;PS_FSR_Wjets_HT_res_1_do;PS_FSR_Wjets_HT_res_1_up;PS_FSR_Wjets_HT_res_2_do;PS_FSR_Wjets_HT_res_2_up;PS_FSR_Wjets_HT_res_3_do;PS_FSR_Wjets_HT_res_3_up;PS_FSR_Wjets_HT_res_4_do;PS_FSR_Wjets_HT_res_4_up;PS_FSR_Wjets_HT_res_5_do;PS_FSR_Wjets_HT_res_5_up;PS_FSR_Wjets_HT_res_6_do;PS_FSR_Wjets_HT_res_6_up;PS_ISR_Wjets_HT_res_1_do;PS_ISR_Wjets_HT_res_1_up;PS_ISR_Wjets_HT_res_2_do;PS_ISR_Wjets_HT_res_2_up;PS_ISR_Wjets_HT_res_3_do;PS_ISR_Wjets_HT_res_3_up;PS_ISR_Wjets_HT_res_4_do;PS_ISR_Wjets_HT_res_4_up;PS_ISR_Wjets_HT_res_5_do;PS_ISR_Wjets_HT_res_5_up;PS_ISR_Wjets_HT_res_6_do;PS_ISR_Wjets_HT_res_6_up;PU_do;PU_up;QCD_scale_Wjets_HT_do;QCD_scale_Wjets_HT_up;Wtagging_eff_do;Wtagging_eff_up;Wtagging_ptextr_do;Wtagging_ptextr_up;btag_shape_cferr1_do;btag_shape_cferr1_up;btag_shape_cferr2_do;btag_shape_cferr2_up;btag_shape_hf_do;btag_shape_hf_up;btag_shape_hfstats1_do;btag_shape_hfstats1_up;btag_shape_hfstats2_do;btag_shape_hfstats2_up;btag_shape_jes_do;btag_shape_jes_up;btag_shape_lf_do;btag_shape_lf_up;btag_shape_lfstats1_do;btag_shape_lfstats1_up;btag_shape_lfstats2_do;btag_shape_lfstats2_up;eff_e_do;eff_e_up;electronpt_do;electronpt_up;prefire_do;prefire_up;sample;trigg_do;trigg_up
0.04189754565795135;0.03385940339907671;0.017621663560133408;0.018500700168584797;0.029518280084978414;0.033356127000127224;0.00528855493552623;0.005745474818526093;0.004827517162345885;0.006133464322878252;0.016150751698366352;0.01978059817444807;0.005392838625984812;0.009416893154880835;0.019127313178867865;0.02265567585898795;0.002438677108153531;0.0013967767916178337;0.011604320459154655;0.012452315022476857;0.020038590311126002;0.017269903663489707;0.02665628788733023;0.03306960223572558;0.002595985197776553;0.00028354180377576215;;;;;;;;;;;0.012260662165960603;0.008073856212696021;;;;;;;;;;;0.0033806161242996313;0.0025873018297498736;0.0005994918154860511;0.0007842008973931799;0.000613755552907426;0.0008298408996780707;0.03568241104812865;0.03568241104812865;0.005323627230222274;0.005323627406709387;0.017167910220582665;0.01097823613708023;0.01213109835356019;0.00966076985064615;0.011396976207536998;0.011601481053585735;0.00024021067356608968;0.00024151392227016508;0.00011380297951122206;0.00011235645331493219;0.0016259989411387438;0.002214414689212338;0.001153772187929735;0.0011870615817432175;0.0008533267987694784;0.0008947279502619668;0.004664729382759664;0.004637507211292612;0.014218238114252353;0.01421823736773213;0.001615275239730944;0.002103181151966429;0.006857311134116014;0.007091284915187538;Wjets_HT_res_6;0.006857311134116014;0.007091284915187538
0.07803747678345997;0.059899038348476326;0.036297133499547655;0.03500450073087268;0.05930889533508617;0.06167591806139809;0.011076188883983882;0.01065477226109607;0.015617796472145345;0.016595065422819327;0.03156836777344441;0.0288790467042881;0.01560870118508163;0.014876264861297941;0.05266485254896681;0.051425746440414415;0.006056932657661281;0.0040603974980292215;0.024912497484943112;0.026286980401322203;0.04715501895253684;0.03914029752851675;0.061150885120229335;0.06002551545469141;0.006569581555849706;0.01604213254789178;;;;;;;0.013357467652845368;0.007971634046260997;;;;;;;;;;;0.008240919748267418;0.005971656454421819;;;;;0.0029760371892125666;0.0016112475444151292;0.0004769245134899419;0.0006580181164043763;0.05256300699047026;0.05256300699047026;0.0040971559936721835;0.0040971558499036855;0.03267346127392633;0.021478527629649826;0.022738313933052336;0.0182491734492926;0.02340619003903473;0.02382958072348487;0.00039319626227633195;0.0003946546304604726;0.000153568018647947;0.00015157437952437752;0.003553628240195679;0.004604675287853934;0.0019666195065824246;0.0019920067031006317;0.002923769974996229;0.0030431217966146898;0.008939819041745274;0.008873813425474887;0.02732749671678459;0.027327493094021705;0.0021134319754719604;0.0038279325494773703;0.015221289100859695;0.0152914908405592;Wjets_HT_res_4;0.015221289100859695;0.0152914908405592
0.06120990080363912;0.0633903711449677;0.029791596623439286;0.03057079939961553;0.04174628176593969;0.04513791847432086;0.0068927820335296834;0.008944918592747538;0.006907891168280278;0.012189508000425252;0.0282513421361413;0.021063606306717043;0.011470827945689198;0.010357644206894837;0.033931837474255114;0.04003036223871527;0.005658154235268208;0.002436927603207282;0.01603703805584917;0.01624691601475033;0.03134558957460994;0.033818728749423356;0.04796549475129912;0.045392598076664674;0.0034186135914152046;0.0055465300967948265;;;;;;;;;0.013597477093659643;0.010027884996173776;;;;;;;;;;;0.007811165114388543;0.00551062925108518;;;0.0022737375421074154;0.002489158281884696;0.000980676514551247;0.0011637975654366247;0.05278249329107764;0.05278249329107764;0.005646163562338985;0.005646162998767071;0.026283396990766643;0.017084034852241494;0.019104842931752478;0.01542819020305903;0.01907755295925917;0.019432058944573973;0.00033014097756737794;0.00033289857361510315;0.00012381041558398313;0.00012258204944656578;0.002752982863841848;0.0032064118121636945;0.0015761706098898535;0.001609512272594105;0.0020995504613296914;0.0022164256418276806;0.007290667317305323;0.0072502869905992405;0.023532700782545015;0.023532701883086874;0.0014921855897662823;9.786250123614248e-05;0.01198150066182855;0.012044942034469167;Wjets_HT_res_5;0.01198150066182855;0.012044942034469167
0.17530923414712601;0.17529994252476197;0.08317306557154107;0.08372140757114797;0.10174482596802999;0.11645188082996148;0.014743330879076649;0.014596627594582022;0.017114842008801263;0.020751162015682275;0.07695102879730366;0.0825171268784594;0.030236849138934027;0.03354060488868406;0.08638280977435185;0.09104221743465175;0.012434573318362981;0.009435568855016957;0.05522295375838588;0.06335587901750897;0.09642218624459539;0.1017562989207573;0.12153337783825181;0.14260966312809523;0.01672150452590438;0.02280645691319995;;;0.010660527792936303;0.008167100180473008;;;;;;;;;;;0.008182351102239555;0.006447989860710345;;;;;;;;;0.0011441977482225792;0.002095872519260549;0.0010530666070995252;0.0013620042724136144;0.016675182762269734;0.016675182762269224;0.0006739358044644772;0.0006739357547698293;0.04721891673383968;0.030571655004374105;0.03344593996129946;0.026598848591291278;0.030024155061807615;0.03051082910093864;0.0004986095925488852;0.0005000998347033098;0.00023344925543645868;0.0002302230344474286;8.030274371385378e-05;0.002498418080794828;0.0024074621367787805;0.00244566189838823;0.0036125202023521903;0.0037401413339873367;0.011992593954898717;0.011912674708226868;0.02759903432664862;0.027599031631736413;0.0027289506192373584;0.002676567245174926;0.02036347970601747;0.02001143372994399;Wjets_HT_res_2;0.02036347970601747;0.02001143372994399
0.10834575995779461;0.10961342129901011;0.05957000677029303;0.06285495966604752;0.07651904814431733;0.0916975490764711;0.016422918348704532;0.015287321646336517;0.021030093263454196;0.01928221100438125;0.05453818497934393;0.06033037697666837;0.018996289137033693;0.02307307939165551;0.06689921364798966;0.07610250480108166;0.007421813072490299;0.009246954529627326;0.03852267672869197;0.043059851141745764;0.06290131615575524;0.07287318106666893;0.08891856520792389;0.1014519650391915;0.02037981216100696;0.017518217979391567;;;;;0.0025586364718086685;0.0053064443117045125;;;;;;;;;;;0.006339161782287357;0.0049985141560752394;;;;;;;0.00026742020305980225;3.350141012145623e-05;0.0011247157417965902;0.0014360747455426745;0.038639997853319785;0.038639997853319785;0.002148758644776994;0.002148758400160963;0.041123596404806256;0.02671709951339677;0.029218846104324753;0.02329471649180264;0.02749105055797239;0.027985342105586695;0.00057901573167853;0.0005840542350521485;0.0003052225351844298;0.00030168721191347123;0.0029753383674579106;0.0044169595307098995;0.002714715892619848;0.0028267666556150255;0.003524904234414403;0.0036842424647685608;0.010591774990616172;0.01053329985522912;0.030460577948107376;0.030460575066579128;0.004337863241027428;0.002779851696925766;0.019428274490449343;0.018888990411985728;Wjets_HT_res_3;0.019428274490449343;0.018888990411985728
0.23544500969854493;0.23102399415778074;0.07467583360288775;0.08942565665008521;0.10471011135168161;0.1084356725763651;0.010525163457055182;0.012979985022715641;0.01636262800327122;0.01501539869400255;0.07968236075991195;0.09762007218599285;0.02890035234727201;0.0370647038795997;0.0778836177014385;0.07706836542805864;0.011776459285144801;0.011302268013572765;0.06614174773473298;0.062364575166428265;0.08895930276707088;0.1020289098835121;0.1323476776062949;0.14719479208149364;0.0035498101026421873;0.004617257711136421;0.00763975487238778;0.0004872151725026912;;;;;;;;;;;0.00988659927883773;0.006861368609989348;;;;;;;;;;;0.00021908239645029441;0.0016796068175762185;0.001799481326226933;0.0024451889621155227;0.006428849055614488;0.006428849055614488;0.00022177517077225263;0.00022177518398059344;0.0466955826799911;0.029782482207569412;0.032670329549400405;0.025893653378188167;0.026499853062279234;0.026895506630114908;0.00044795497825764365;0.00045012411331222553;0.00021756244178667812;0.000214942120715966;0.002579682330203487;0.000852893431288666;0.0021578140026654335;0.0022234251885089517;0.002504763247250862;0.0025843618998961483;0.011404664195059241;0.011310076250126517;0.02199829018939951;0.02199828771460679;0.0016322377442314969;0.0017872646515016458;0.012869915213551188;0.012598592171646217;Wjets_HT_res_1;0.012869915213551188;0.012598592171646217
0.040704464646153946;0.03554547810656785;0.019649928955008597;0.016065677527118325;0.0313800119452752;0.03265241745382874;0.0049670325158726126;0.005111966595419965;0.0068667257511434215;0.004865378360036402;0.01733555329765752;0.019161417603086872;0.008177434674609496;0.009289615876465186;0.02380133784663006;0.021809652647756812;0.003131553629167528;0.0021790565475737367;0.015916744225440014;0.013166916938022476;0.019060695068442764;0.019489841201145875;0.029852474680471947;0.03095522790050793;0.001823753433408168;0.0032919273504089883;;;;;;;;;;;0.006871081887631891;0.009336916574037428;;;;;;;;;;;0.002424342825454449;0.0015935027625745277;0.0002031237662688684;1.67010358176723e-05;0.0008410021583681453;0.0010739453991646887;0.03725440243127673;0.037254402431277076;0.005861075895267263;0.0058610757328036115;0.016826263969541625;0.010940829236045353;0.012157134935482832;0.00976495928083059;0.012154200334972451;0.012370755312229118;0.0002887040221871987;0.00029060091666985956;0.00013302481480345513;0.00013144979685242075;0.0021758311636342143;0.002726343762030003;0.0013318968500004081;0.0013697616198277646;0.0008407372885228808;0.0008810890438493835;0.005046499098766368;0.005018105129182308;0.006367958344732297;0.0063679634546074315;0.002527297252459285;0.0013547982828969922;0.01480234548525864;0.018010342944744274;Wjets_HT_res_6;0.01480234548525864;0.018010342944744274
0.08092328023599472;0.055475526168264414;0.03388287856798741;0.034655695720155734;0.053416065992771086;0.05939347300300916;0.00993006851720477;0.012710755272537167;0.010126353030775512;0.012553215626795329;0.03699291394569839;0.028826207241024828;0.01221882557563411;0.014617168925938756;0.04449998231412798;0.049526872623210226;0.005958906909782845;0.0037297298067576873;0.027998315161913947;0.026782587048792893;0.04151680611892514;0.03847980888175428;0.05487001951622141;0.05531248751032012;0.00656817886027527;0.008459698663789171;;;;;;;0.018054141037158657;0.010948974633961172;;;;;;;;;;;0.00421985404838252;0.003473670444192649;;;;;0.002393089947368913;0.0016934448604062223;0.0003303574350438292;0.0005202283905140277;0.04808141786870219;0.048081417868702306;0.003803494946675155;0.003803494470612198;0.03042477904328766;0.01967160100917225;0.021101605414655257;0.016794924361380293;0.02133468392900521;0.021736883302116393;0.00047682120465464495;0.0004820541369771565;0.00021438312748467317;0.00021213360371486001;0.0028283609640864017;0.003542135931964826;0.00244644490071529;0.002619924513913974;0.0026912042436444115;0.0028000939906067898;0.00803970095959757;0.007992900295216092;0.010650833156007265;0.010650836456641236;0.003126222521180599;0.0016083275228117354;0.025613814963046818;0.030277514985075506;Wjets_HT_res_4;0.025613814963046818;0.030277514985075506
0.056359995433017666;0.05233872439668521;0.027348823448974626;0.033898804543212986;0.03961439948373783;0.05921045124505379;0.007419475050174847;0.010252567036189937;0.012165878430881905;0.017427370459386804;0.023646448231368463;0.028810603013940585;0.00887271541535726;0.016639461499213273;0.03237769288476038;0.046520304313208256;0.0029973606253276427;0.004744589785426164;0.01481571538080489;0.025306372015960272;0.03434997156872818;0.03460300235593343;0.042991271922290866;0.053441416959288335;0.0024189448683650094;0.006068333139412588;;;;;;;;;0.021209783796214805;0.01463542859272544;;;;;;;;;;;0.003800558951385306;0.002820603501631716;;;0.002452483719519819;0.001847386162576082;0.00037315132126582244;0.0004253403340826268;0.04682775327088751;0.04682775327088766;0.0050965899786286194;0.005096589331979323;0.023944229271121584;0.015395761348938717;0.016819486056918874;0.013393663780179829;0.017642084395114038;0.017975045508680773;0.0004019503087837232;0.0004038297367028216;0.00017163734506064798;0.00016941751280214522;0.0018215484229424088;0.002227812329361567;0.0019742361050997426;0.0020243317763105288;0.001929186760448936;0.001996023245887733;0.006815448198512061;0.006778047383705661;0.008689959843667362;0.00868996504310016;0.0007600075884981548;0.005050161297825361;0.020945578041928807;0.02499312533915578;Wjets_HT_res_5;0.020945578041928807;0.02499312533915578
0.16727581444129078;0.16500063304614032;0.0724493497485697;0.07953760205998682;0.09311830437829055;0.10718712240186391;0.017296186221248518;0.016102409261060265;0.016935882230745835;0.01854048069285512;0.07172410450165288;0.08162470856984184;0.026131914721403447;0.03061420477228915;0.07359684645004855;0.07796284762973127;0.008571280551169635;0.007643348714807365;0.052658508038781686;0.05477333994618503;0.08149522563300685;0.08943753665015051;0.11532193129281323;0.13199118419175268;0.01834556515436283;0.02843902381651922;;;0.007054782308928511;0.005422817515678977;;;;;;;;;;;0.0072402733571299335;0.0056929988595423656;;;;;;;;;0.0011802037523327652;0.0009328577830314658;0.00045375142489358333;0.0008628310317646125;0.014309190724369609;0.014309190724369912;0.0005872653454366333;0.0005872652842100222;0.04140042409789071;0.02685863823567322;0.02932890327354766;0.023335153316436003;0.02681288231988273;0.027245276341212488;0.0004279344197339178;0.00042755562395989204;0.00020747502706046294;0.00020400850596492929;2.859172517998055e-06;0.0018377721330853148;0.002096803900982645;0.002130864986641912;0.0028109027672484836;0.0029288690395157533;0.011108970239444705;0.011029759164492522;0.011357805475648007;0.011357806253301527;0.0024079206957902458;0.0013299231843078988;0.021627418089583555;0.02511357844429631;Wjets_HT_res_2;0.021627418089583555;0.02511357844429631
