channel;bin;weight;err_stat;err_syst_up;err_syst_do;err_tot_up;err_tot_do
boost_wjetcr_ele;Wjets_HT_boost_5;0.45326822295257513;0.0870723421831307;0.08562971324461073;0.0737803042599564;0.12212305500441129;0.11412767442626674
boost_wjetcr_ele;Wjets_HT_boost_4;0.7234413017413185;0.0674306550571539;0.1349048930500218;0.12635388537093467;0.15081851149734468;0.14322080012961863
boost_wjetcr_ele;Wjets_HT_boost_3;0.8548012852856861;0.055626584866193415;0.1384553903014062;0.14509131145889714;0.1492119701880199;0.15538920684763957
boost_wjetcr_ele;Wjets_HT_boost_2;1.0217626727326559;0.06221252208884391;0.1388165089784231;0.14946247776627813;0.1521197589717112;0.1618932678176893
boost_wjetcr_ele;Wjets_HT_boost_1;1.1219940239861368;0.09198559590280285;0.1779689800138205;0.15881629302715225;0.20033548787160346;0.18353191761783572
boost_wjetcr_mu;Wjets_HT_boost_5;0.6244122499889461;0.0738650696361619;0.11147142235406199;0.11414159643845222;0.1337233207559277;0.1359571717485824
boost_wjetcr_mu;Wjets_HT_boost_4;0.7859764936176755;0.055413056199440085;0.12158942533722683;0.14034382682268284;0.13362108797341593;0.15088736370086628
boost_wjetcr_mu;Wjets_HT_boost_3;0.908699149962401;0.04732920297194556;0.16063919985361866;0.15495661256432816;0.16746643240832015;0.1620234712360247
boost_wjetcr_mu;Wjets_HT_boost_2;0.8198615495431323;0.044702106950510995;0.13022436098294612;0.11422816437248921;0.1376831963575497;0.12266357202414797
boost_wjetcr_mu;Wjets_HT_boost_1;0.7864575727996004;0.05680378636907096;0.11262189250552536;0.11755311791324065;0.12613627875194813;0.13055805481465826
res_wjetcr_ele;Wjets_HT_res_6;0.4545731974745139;0.05523500582689966;0.08551944209892197;0.0854711802660044;0.10180609434414281;0.10176555667199713
res_wjetcr_ele;Wjets_HT_res_4;0.896597435512737;0.03143391248941324;0.15682754598439486;0.16928832449705541;0.1599467725022283;0.17218196091754914
res_wjetcr_ele;Wjets_HT_res_5;0.7345047763391849;0.05235932708710652;0.13353109529154614;0.13309027207494634;0.14342960831981164;0.14301929818733503
res_wjetcr_ele;Wjets_HT_res_2;1.297694279143556;0.010335044746402764;0.329080333386301;0.31135671787448777;0.3292425837760802;0.3115281992299951
res_wjetcr_ele;Wjets_HT_res_3;1.096669274950099;0.018120746125828816;0.24151813532746277;0.22431200183708064;0.24219696763628434;0.2250427417365759
res_wjetcr_ele;Wjets_HT_res_1;1.2367055555066309;0.009552473628048721;0.3605512064716281;0.3476651749200447;0.36067772628838773;0.3477963823914789
res_wjetcr_mu;Wjets_HT_res_6;0.4863702200450909;0.04746076444992575;0.08794264770934807;0.0903299458648001;0.09993214421947444;0.10203932223466135
res_wjetcr_mu;Wjets_HT_res_4;0.8228850230052939;0.025707734210572902;0.15080721316735082;0.1612536288074492;0.1529826890257334;0.16328998867601183
res_wjetcr_mu;Wjets_HT_res_5;0.680095855588278;0.042581406411927945;0.1433267776471407;0.12503976096683608;0.149518364633682;0.13209132444888758
res_wjetcr_mu;Wjets_HT_res_2;1.1690991204313261;0.007850181245290369;0.30413990065297436;0.285913912033211;0.3042411946380454;0.2860216607876379
res_wjetcr_mu;Wjets_HT_res_3;1.1054959187786897;0.015103566043555991;0.23217471472731396;0.23059148402306934;0.23266545911660733;0.23108559066110873
res_wjetcr_mu;Wjets_HT_res_1;1.1886221389852116;0.006272954498049443;0.38509330707533057;0.3491679359532873;0.38514439514596266;0.3492242795912299
